lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,is_suid_exec,auid_euid_mismatch,ephemeral_privileged,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,parent_child_rarity,label,source,technique,proc_name,true_label,pred_rf,proba_rf,correct_rf,errtype_rf,pred_xgb,proba_xgb,correct_xgb,errtype_xgb,pred_cnn,proba_cnn,correct_cnn,errtype_cnn,pred_iforest,proba_iforest,correct_iforest,errtype_iforest
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.176,642.046,113,5,1,0,1,0.0,0,0,1,0.9646,109,0,1,34,0,0,0,0.999492,1,CAM-LDS,T1078_Valid_Accounts,logrotate,1,0,0.8380391979548611,0,FN,1,0.979702889919281,1,TP,0,0.9897233247756958,0,FN,1,0.7019594405085269,1,TP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.998682,0,CAM-LDS,benign,tail,0,0,0.43921045029183725,1,TN,0,0.5111737251281738,1,TN,0,0.2907138764858246,1,TN,0,0.0209134580240592,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,0,0.778737367570627,0,FN,0,0.8349419236183167,0,FN,1,0.9986813068389893,1,TP,0,0.10848323865884607,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.934848,0,CAM-LDS,benign,ps,0,0,0.029790272501577963,1,TN,0,0.006541241426020861,1,TN,0,0.009749384596943855,1,TN,0,0.1837796090871494,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.008,1625.021,13,5,1,0,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9998696441971759,1,TP,1,0.9999493360519409,1,TP,1,0.9999565482139587,1,TP,0,0.404478331754511,0,FN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,1,CAM-LDS,T1043_Commonly_Used_Port,rustdesk,1,1,0.9987165607543382,1,TP,1,0.9989246726036072,1,TP,0,0.9982078075408936,0,FN,1,0.6413086122407174,1,TP
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.997955877970611,1,TP,1,0.9997932314872742,1,TP,1,0.9989084601402283,1,TP,0,0.4585511066031922,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,0,0.513789848984761,0,FN,0,0.6188610196113586,0,FN,0,0.9964542388916016,0,FN,0,0.18644500050345642,0,FN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.973514,1,CAM-LDS,T1166_Seuid_and_Setgid,grep,1,1,0.8510576158906888,1,TP,1,0.9687485694885254,1,TP,1,0.9941487908363342,1,TP,0,0.3607962391785022,0,FN
0.001,13000.0,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9876434015581752,1,TP,1,0.9995754361152649,1,TP,1,0.9989079236984253,1,TP,0,0.4619668916194889,0,FN
508949.152,0.0,20,4,1,0,1,0.0,0,0,0,0.9,18,0,5,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.06960240682928394,1,TN,0,0.007610826753079891,1,TN,0,0.005037941038608551,1,TN,1,0.6869374899959162,0,FP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,0,CAM-LDS,benign,pgrep,0,0,0.6585670497516378,1,TN,0,0.7191882133483887,1,TN,0,0.9963390827178955,1,TN,0,0.28662815987045837,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.008,1999.966,16,6,1,0,1,0.0,0,0,1,0.6875,11,0,3,1,3,0,0,1.0,1,CAM-LDS,T1021_Remote_Services,,1,1,0.9935971057268017,1,TP,1,0.9999301433563232,1,TP,0,0.9962766766548157,0,FN,1,0.6951890566178868,1,TP
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9920655578326724,1,TP,1,0.9996098875999451,1,TP,1,0.9989140629768372,1,TP,1,0.5185645234673022,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,0,0.513789848984761,0,FN,0,0.6188610196113586,0,FN,0,0.9964542388916016,0,FN,0,0.18644500050345642,0,FN
0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,1,0.779066240259302,0,FP,1,0.8609684705734253,0,FP,1,0.9906269311904907,0,FP,0,0.11955050491752021,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.997955877970611,1,TP,1,0.9997932314872742,1,TP,1,0.9989084601402283,1,TP,0,0.4585511066031922,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,6000.0,6,3,1,1,1,0.0,0,0,1,0.8333,5,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,0,0.7093684196990516,0,FN,0,0.8573110103607178,0,FN,0,0.9984119534492493,0,FN,0,0.1811160376514887,0,FN
0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.99915,1,CAM-LDS,T1078_Valid_Accounts,sleep,1,1,0.9686621695169818,1,TP,1,0.9937303066253662,1,TP,0,0.7250588536262512,0,FN,0,0.146036574603679,0,FN
0.491,10.183,5,5,1,0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0.997847,0,CAM-LDS,benign,cron,0,0,0.06642287355216987,1,TN,0,0.011969611048698425,1,TN,0,0.000157163871335797,1,TN,1,0.6170417164703002,0,FP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.973514,1,CAM-LDS,T1166_Seuid_and_Setgid,grep,1,1,0.8510576158906888,1,TP,1,0.9687485694885254,1,TP,1,0.9941487908363342,1,TP,0,0.3607962391785022,0,FN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.008,1874.968,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9999946886753457,1,TP,1,0.9998723268508911,1,TP,1,0.9999991655349731,1,TP,1,0.5067925114340927,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
453142.32,0.0,21,5,1,1,1,0.0,0,0,0,0.8095,17,0,6,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9867588983599092,1,TP,1,0.9954454898834229,1,TP,1,0.8192170858383179,1,TP,1,0.7633933429778931,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,1,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.999063,0,CAM-LDS,benign,mkdir,0,0,0.5143092952408252,1,TN,0,0.6600462198257446,1,TN,1,0.8970577120780945,0,FP,0,0.20976496814436046,1,TN
0.001,2000.0,2,2,1,0,1,0.0,0,0,1,0.5,1,0,0,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.08966954196632075,1,TN,0,0.00548029039055109,1,TN,0,0.0008096046512946486,1,TN,0,0.5202573950035966,1,TN
424496.896,0.0,35,3,1,0,1,0.0,0,0,0,0.8,28,0,10,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.015937333093550613,1,TN,0,0.000527008029166609,1,TN,0,0.009479979053139687,1,TN,1,0.7184407621425185,0,FP
424727.372,0.0,6,4,1,0,1,0.0,0,0,0,0.6667,4,0,1,1,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.03819057841352555,1,TN,0,0.008077503181993961,1,TN,0,0.10111650824546814,1,TN,1,0.6749638606447442,0,FP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.004,1250.016,5,4,1,0,1,0.0,0,0,1,0.6,3,1,1,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,1,0.9678038222186143,1,TP,1,0.9984948635101318,1,TP,1,0.9816206693649292,1,TP,0,0.3913137401502471,0,FN
0.004,2749.871,11,3,1,0,1,0.0,0,0,1,0.9091,10,0,4,0,0,0,0,0.973325,1,CAM-LDS,T1078_Valid_Accounts,python3.10,1,0,0.6718619335414883,0,FN,0,0.8131309747695923,0,FN,1,0.9987789988517761,1,TP,0,0.23390533097312013,0,FN
508875.212,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.01095551676327101,1,TN,0,0.0017121604178100824,1,TN,0,0.0003641910443548113,1,TN,1,0.5699817341240867,0,FP
0.008,1624.972,13,3,1,0,1,0.0,0,0,1,0.8462,11,0,3,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,0,0.7631033437297182,0,FN,0,0.8978254795074463,0,FN,1,0.9987581968307495,1,TP,0,0.31180398710015067,0,FN
0.001,71000.0,71,7,1,1,1,0.0,0,0,1,0.6901,49,0,1,20,0,0,0,0.999599,0,CAM-LDS,benign,groups,0,0,0.24874437892193257,1,TN,0,0.03185959905385971,1,TN,0,0.8517879843711853,1,TN,1,0.7428010863650509,0,FP
340700.78,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.021334410589654077,1,TN,0,0.0011657087597995996,1,TN,0,0.9517165422439575,1,TN,1,0.5090472126411754,0,FP
0.004,2499.883,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.09125766901068459,1,TN,0,0.0010953267337754369,1,TN,0,0.2628297209739685,1,TN,0,0.3307414822640844,1,TN
