row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,is_suid_exec,auid_euid_mismatch,ephemeral_privileged,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,parent_child_rarity,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn,disagreement_direction
11125,0.001,14000.0,14,3,1,0,1,0.0,0,1,1,0.8571,12,0,5,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.612684965133667,1,0.7579640746116638,xgb_benign_cnn_malicious
11231,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
11272,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
11312,0.056,2035.714,114,7,1,1,1,0.0,0,0,1,0.6842,78,0,1,33,0,0,0,0.998693,1,0,benign,0,0.42495980858802795,1,0.9877406358718872,xgb_benign_cnn_malicious
11440,0.001,10000.0,10,3,1,1,1,1002.0,1,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.39246416091918945,1,0.9988299012184143,xgb_benign_cnn_malicious
11816,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
11857,0.004,5500.071,22,3,1,0,1,0.0,0,0,1,0.9091,20,0,8,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.5284601449966431,1,0.9978947043418884,xgb_benign_cnn_malicious
12034,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
12322,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,0,benign,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
12540,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
12613,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
12943,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.75,6,0,2,0,0,0,0,1.0,3,0,benign,0,0.5248250365257263,1,0.9974316954612732,xgb_benign_cnn_malicious
12992,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
13125,0.004,3749.825,15,3,1,0,1,0.0,0,0,1,0.8667,13,0,5,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.4296572804450989,1,0.8444210290908813,xgb_benign_cnn_malicious
13479,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
13763,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.75,6,0,2,0,0,0,0,0.921176,4,0,benign,0,0.40484368801116943,1,0.974132776260376,xgb_benign_cnn_malicious
13793,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
13883,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
14188,601166.996,0.0,38,11,1,0,1,0.0,0,0,0,0.6316,24,0,7,1,0,0,0,1.0,4,1,T1087_Account_Discovery,0,0.5437732934951782,1,0.9991608262062073,xgb_benign_cnn_malicious
14190,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
14221,0.004,2500.032,10,3,1,0,1,0.0,0,1,1,0.9,9,0,4,0,0,0,0,0.973325,1,0,benign,0,0.6632530093193054,1,0.8552455306053162,xgb_benign_cnn_malicious
14576,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,0,benign,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
14628,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
14630,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
14696,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
15040,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
15293,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.3759605586528778,1,0.8749561309814453,xgb_benign_cnn_malicious
15443,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
15545,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
15905,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
16131,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,0,benign,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
16250,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
16582,0.001,14000.0,14,3,1,0,1,0.0,0,1,1,0.8571,12,0,5,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.612684965133667,1,0.7579640746116638,xgb_benign_cnn_malicious
16618,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
16677,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
16794,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
16889,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
17150,0.001,14000.0,14,3,1,0,1,0.0,0,1,1,0.8571,12,0,5,0,0,0,0,1.0,4,0,benign,0,0.612684965133667,1,0.7579640746116638,xgb_benign_cnn_malicious
17241,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
17525,0.004,3000.039,12,4,1,0,1,0.0,0,0,1,0.9167,11,0,4,0,0,0,0,0.998619,1,0,benign,0,0.6150367259979248,1,0.9260253310203552,xgb_benign_cnn_malicious
17708,0.004,3000.039,12,3,1,1,1,0.0,0,0,1,0.9167,11,0,5,0,0,0,0,0.999504,1,0,benign,0,0.47639450430870056,1,0.9780054688453674,xgb_benign_cnn_malicious
18013,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,0,benign,0,0.619727611541748,1,0.9672528505325317,xgb_benign_cnn_malicious
18161,0.001,15000.0,15,3,1,0,1,0.0,0,0,1,0.8667,13,0,5,0,0,0,0,0.921176,1,0,benign,0,0.4333839416503906,1,0.931560218334198,xgb_benign_cnn_malicious
18448,0.232,34.483,8,4,1,0,1,0.0,0,1,1,0.625,5,0,1,2,0,0,0,1.0,2,1,T1078_Valid_Accounts,0,0.5467879176139832,1,0.9972876906394958,xgb_benign_cnn_malicious
18904,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19012,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19060,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
19168,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19185,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
19199,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
19452,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
19672,0.008,4125.053,33,7,1,1,1,0.0,0,0,1,0.7576,25,0,2,5,0,0,0,1.0,1,0,benign,0,0.5205070972442627,1,0.9959560632705688,xgb_benign_cnn_malicious
19860,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
20138,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
20476,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
20538,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
20775,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.3759605586528778,1,0.8749561309814453,xgb_benign_cnn_malicious
21006,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
21349,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
21364,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.3759605586528778,1,0.8749561309814453,xgb_benign_cnn_malicious
21489,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
21506,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
21707,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
22020,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
22033,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
22135,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
22215,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
22522,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,1,T1078_Valid_Accounts,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
22624,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
22826,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
22852,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,0,benign,0,0.619727611541748,1,0.9672528505325317,xgb_benign_cnn_malicious
23237,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
23595,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
23767,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
23865,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
23992,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
24012,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,benign,0,0.46265119314193726,1,0.7419862747192383,xgb_benign_cnn_malicious
24541,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,0,benign,0,0.619727611541748,1,0.9672528505325317,xgb_benign_cnn_malicious
24766,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
24797,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,benign,0,0.5382307767868042,1,0.9489884972572327,xgb_benign_cnn_malicious
24871,0.004,2500.032,10,3,1,1,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.6132968664169312,1,0.9286623001098633,xgb_benign_cnn_malicious
