row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,auid_euid_mismatch,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn
91,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
92,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,1,0.9904724359512329
93,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
94,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
95,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
96,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
97,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
98,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
99,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
100,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
101,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
102,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
103,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
104,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
105,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
106,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
107,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
108,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
109,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
110,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
111,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
112,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
113,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,1,0.958065927028656
114,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,1,0.958065927028656
115,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,1,0.958065927028656
116,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,1,0.958065927028656
117,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
118,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
119,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
120,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
121,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
122,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
123,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
124,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,1,0.9904724359512329
125,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
126,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.9940001964569092
127,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
128,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
129,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
130,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,1,0,0,0,0,0,4,1,T1222,1,0.9924390316009521,1,0.9912368655204773
131,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
132,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
133,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
134,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
135,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
136,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
137,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
138,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
139,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
140,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
141,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
142,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
143,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
144,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
145,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,1,0.9904724359512329
146,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,1,0.9904724359512329
147,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,1,0.9904724359512329
148,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
149,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
150,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
151,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
152,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
153,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
154,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
155,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
156,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
157,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
158,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
159,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
160,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.9940001964569092
161,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
162,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
163,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
164,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
165,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
166,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
167,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
168,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
169,1.0,2.0,2,1,0,0,0,0,1,0.0,0,0,0,2,0,0,0,3,0,benign,0,2.9089431336615235e-05,0,0.5112608671188354
170,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
171,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
172,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
173,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
174,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,T1222,1,0.9918068647384644,1,0.9790511727333069
175,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,1,0.958065927028656
176,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.9940001964569092
177,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
178,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
179,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
180,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
181,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
182,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
183,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
184,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
185,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
186,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
187,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
188,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
189,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
190,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
191,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.9649691581726074
