row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,auid_euid_mismatch,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn,disagreement_direction
28865,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
28933,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
28935,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
28949,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
29574,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,0,benign,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
29657,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
30391,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
30398,1.0,10.0,10,3,1,0,1,0,1,0.0,0,1,0,0,0,0,0,4,1,T1222,0,0.8588305115699768,1,0.9928185343742372,xgb_benign_cnn_malicious
30417,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
31035,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
31036,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
31085,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
31677,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
31682,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
32445,1.0,21.0,21,2,1,0,1,0,1,0.0,0,0,0,0,0,0,0,4,1,T1222,0,0.8476836681365967,1,0.9918534755706788,xgb_benign_cnn_malicious
32456,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
32558,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
33256,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
33944,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
35375,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
36198,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
36948,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
37534,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
37615,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
37666,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
40441,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
40549,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40555,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40556,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40563,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40566,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40571,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40587,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40597,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40606,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40613,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40615,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40628,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40629,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
40631,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
40645,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40646,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40656,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40661,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
40663,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40670,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40673,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40680,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40682,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40690,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40696,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
40697,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
40700,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
42007,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
42693,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
42770,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
43072,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
43552,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
44307,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
45080,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
45984,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
46478,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
51615,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
52370,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
52378,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
52404,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
52427,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
52458,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
