row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,is_suid_exec,auid_euid_mismatch,ephemeral_privileged,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,parent_child_rarity,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn
18,508950.352,0.0,6,4,1,0,1,0.0,0,0,0,0.6667,4,0,1,1,0,0,0,1.0,1,0,benign,0,0.026528529822826385,0,0.3910435438156128
19,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
20,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
21,0.004,3750.048,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9997556805610657,1,0.9998579025268555
22,0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,4,1,T1078_Valid_Accounts,1,0.9235915541648865,1,0.9997756481170654
23,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
24,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
25,0.008,1625.021,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9999179840087891,1,0.9999675154685974
26,425074.604,0.0,6,4,1,0,1,0.0,0,0,0,0.6667,4,0,1,1,0,0,0,1.0,3,0,benign,0,0.007466549053788185,0,0.1991226226091385
27,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
28,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
29,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
30,0.001,6000.0,6,3,1,0,1,0.0,0,0,1,0.8333,5,0,1,0,0,0,0,1.0,0,1,T1078_Valid_Accounts,1,0.8970341086387634,0,0.30322110652923584
31,0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,4,1,T1043_Commonly_Used_Port,1,0.9998549222946167,1,0.9999985694885254
32,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,1,T1166_Seuid_and_Setgid,1,0.9973330497741699,1,0.9945738315582275
33,0.176,642.046,113,5,1,0,1,0.0,0,0,1,0.9646,109,0,1,34,0,0,0,0.999492,4,1,T1078_Valid_Accounts,1,0.9633037447929382,0,0.6581214666366577
34,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.998682,1,0,benign,0,0.5162131190299988,0,0.5770683884620667
35,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
36,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.7612093687057495,0,0.8561862707138062
37,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.934848,1,0,benign,0,0.10977446287870407,0,0.32245108485221863
38,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
39,0.008,1625.021,13,5,1,0,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9998950958251953,1,0.9999963641166687
40,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,0,benign,0,0.5844235420227051,0,0.7988989949226379
41,0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,0,1,T1043_Commonly_Used_Port,1,0.9993440508842468,1,0.999993622303009
42,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,1,T1166_Seuid_and_Setgid,1,0.9973330497741699,1,0.9945738315582275
43,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
44,0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9999047517776489,1,0.9999943971633911
45,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
46,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,1,T1078_Valid_Accounts,0,0.5844235420227051,0,0.7988989949226379
47,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.973514,3,1,T1166_Seuid_and_Setgid,1,0.9931187629699707,1,0.9997193813323975
48,0.001,13000.0,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9997082352638245,1,0.9999931454658508
49,508949.152,0.0,20,4,1,0,1,0.0,0,0,0,0.9,18,0,5,0,0,0,0,1.0,4,0,benign,0,0.016624627634882927,0,0.7560340166091919
50,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,4,0,benign,0,0.7424879670143127,0,0.7252740263938904
51,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
52,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
53,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
54,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,1,0,benign,0,0.01116470992565155,0,0.003263011807575822
55,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
56,0.008,1999.966,16,6,1,0,1,0.0,0,0,1,0.6875,11,0,3,1,3,0,0,1.0,0,1,T1021_Remote_Services,1,0.9999632835388184,1,0.9998922944068909
57,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,1,0,benign,0,0.01116470992565155,0,0.003263011807575822
58,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
59,0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,4,1,T1043_Commonly_Used_Port,1,0.9998549222946167,1,0.9999985694885254
60,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
61,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
62,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
63,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,1,T1078_Valid_Accounts,0,0.5844235420227051,0,0.7988989949226379
64,0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,4,0,benign,1,0.9235915541648865,1,0.9997756481170654
65,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,1,T1166_Seuid_and_Setgid,1,0.9973330497741699,1,0.9945738315582275
66,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
67,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
68,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
69,0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9999047517776489,1,0.9999943971633911
70,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
71,0.001,6000.0,6,3,1,1,1,0.0,0,0,1,0.8333,5,0,1,0,0,0,0,1.0,4,1,T1166_Seuid_and_Setgid,1,0.9895448088645935,1,0.9968628883361816
72,0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.99915,2,1,T1078_Valid_Accounts,1,0.9857059717178345,1,0.9999259114265442
73,0.491,10.183,5,5,1,0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0.997847,3,0,benign,0,0.00902824942022562,0,0.004538295324891806
74,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
75,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
76,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
77,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.973514,3,1,T1166_Seuid_and_Setgid,1,0.9931187629699707,1,0.9997193813323975
78,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
79,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
80,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
81,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
82,0.008,1874.968,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9997358918190002,1,0.9999960660934448
83,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
84,453142.32,0.0,21,5,1,1,1,0.0,0,0,0,0.8095,17,0,6,0,1,0,0,1.0,2,1,T1043_Commonly_Used_Port,1,0.9959955215454102,0,0.9664104580879211
85,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
86,0.001,4000.0,4,3,1,1,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.999063,4,0,benign,0,0.23051822185516357,0,0.657310962677002
87,0.001,2000.0,2,2,1,0,1,0.0,0,0,1,0.5,1,0,0,0,0,0,0,1.0,1,0,benign,0,0.028967872262001038,0,0.09482931345701218
88,424496.896,0.0,35,3,1,0,1,0.0,0,0,0,0.8,28,0,10,0,0,0,0,1.0,3,0,benign,0,0.00038132554618641734,0,0.027593161910772324
89,424727.372,0.0,6,4,1,0,1,0.0,0,0,0,0.6667,4,0,1,1,0,0,0,1.0,1,0,benign,0,0.013267381116747856,0,0.39531347155570984
90,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,0,benign,0,0.5844235420227051,0,0.7988989949226379
91,0.004,1250.016,5,4,1,0,1,0.0,0,0,1,0.6,3,1,1,0,0,0,0,1.0,0,1,T1078_Valid_Accounts,1,0.9980137348175049,1,0.9999775290489197
92,0.004,2749.871,11,3,1,0,1,0.0,0,0,1,0.9091,10,0,4,0,0,0,0,0.973325,3,1,T1078_Valid_Accounts,0,0.7174461483955383,1,0.9277907609939575
93,508875.212,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,1.0,1,0,benign,0,0.0021980006713420153,0,0.012894722633063793
94,0.008,1624.972,13,3,1,0,1,0.0,0,0,1,0.8462,11,0,3,0,0,0,0,1.0,2,1,T1078_Valid_Accounts,1,0.946617603302002,1,0.9958232641220093
95,0.001,71000.0,71,7,1,1,1,0.0,0,0,1,0.6901,49,0,1,20,0,0,0,0.999599,4,0,benign,0,0.012442122213542461,0,0.570934534072876
96,340700.78,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,1.0,1,0,benign,0,0.0036398114170879126,0,0.01338967401534319
97,0.004,2499.883,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,1,0,benign,0,0.010270846076309681,0,0.003262917511165142
98,0.001,7000.0,7,5,1,1,1,0.0,0,0,1,0.8571,6,0,1,0,1,0,0,0.99917,0,1,T1166_Seuid_and_Setgid,1,0.9995735287666321,1,0.9997181296348572
99,0.001,13000.0,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,0.954663,3,1,T1043_Commonly_Used_Port,1,0.999527096748352,1,0.999488353729248
100,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,0,benign,0,0.5844235420227051,0,0.7988989949226379
101,0.008,1624.972,13,5,1,0,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9999558925628662,1,0.9999596476554871
102,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
103,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
104,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
105,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,4,0,benign,0,0.0011730996193364263,0,0.18700331449508667
106,0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,0,1,T1043_Commonly_Used_Port,1,0.9999047517776489,1,0.9999943971633911
107,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.99915,0,1,T1166_Seuid_and_Setgid,1,0.9971229434013367,0,0.8957359790802002
108,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,0.973325,1,0,benign,0,0.1337636262178421,0,0.8146113753318787
109,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,1,T1166_Seuid_and_Setgid,1,0.9973330497741699,1,0.9945738315582275
110,0.008,1624.972,13,5,1,0,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,0.954663,2,1,T1043_Commonly_Used_Port,1,0.9999178647994995,1,0.999783992767334
111,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
112,0.001,15000.0,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,0,1,T1043_Commonly_Used_Port,1,0.9971191883087158,1,0.9999927878379822
113,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
114,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
115,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,benign,0,0.6923177242279053,1,0.9844757318496704
116,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
117,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
118,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
119,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,1,0,benign,0,0.22171920537948608,0,0.3339815139770508
120,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.934848,3,1,T1078_Valid_Accounts,0,0.0005780787905678153,0,0.004247007891535759
121,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,4,0,benign,0,0.0011730996193364263,0,0.18700331449508667
122,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,4,0,benign,0,0.0011730996193364263,0,0.18700331449508667
123,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,T1078_Valid_Accounts,0,0.6923177242279053,1,0.9844757318496704
124,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
125,508804.96,0.0,8,3,1,0,1,0.0,0,0,0,0.75,6,0,2,0,0,0,0,0.973514,3,0,benign,0,0.0020576270762830973,0,0.0017015470657497644
126,0.004,3750.048,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,2,1,T1043_Commonly_Used_Port,1,0.999029278755188,1,0.9998300671577454
127,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
128,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
129,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
130,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
131,453135.96,0.0,18,3,1,0,1,0.0,0,0,0,0.8333,15,0,6,0,0,0,0,1.0,4,0,benign,0,0.0003463840112090111,0,0.204529270529747
132,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
133,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
134,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
135,0.004,3750.048,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9997556805610657,1,0.9998579025268555
136,0.008,1625.021,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9999179840087891,1,0.9999675154685974
137,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
138,0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,1,T1166_Seuid_and_Setgid,1,0.9973330497741699,1,0.9945738315582275
139,0.008,1875.024,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,3,1,T1043_Commonly_Used_Port,1,0.9997022747993469,1,0.9999083280563354
140,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
141,0.012,1083.326,13,5,1,0,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,0.522729,0,1,T1043_Commonly_Used_Port,1,0.9998289346694946,1,0.9999167919158936
142,0.001,11000.0,11,3,1,0,1,0.0,0,0,1,0.9091,10,0,4,0,0,0,0,0.977843,3,1,T1078_Valid_Accounts,1,0.933242917060852,1,0.9259766936302185
143,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
144,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
145,446394.86,0.0,16,3,1,0,1,0.0,0,0,0,0.875,14,0,6,0,0,0,0,1.0,3,0,benign,0,0.0007568741566501558,0,0.038738589733839035
146,0.001,7000.0,7,4,1,1,1,0.0,0,0,1,0.7143,5,0,1,1,0,0,0,1.0,2,1,T1166_Seuid_and_Setgid,1,0.9909443855285645,0,0.9614998698234558
147,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.977843,4,0,benign,0,0.7588698267936707,0,0.3264751136302948
148,0.008,1875.024,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,2,1,T1043_Commonly_Used_Port,1,0.9992424249649048,1,0.9998477697372437
149,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.973325,4,0,benign,0,0.11437176167964935,0,0.36302533745765686
150,0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,1,0,benign,0,0.01116470992565155,0,0.003263011807575822
151,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,3,0,benign,0,0.0010567920980975032,0,0.0003528263478074223
152,446404.852,0.0,39,3,1,0,1,0.0,0,0,0,0.8718,34,0,14,0,0,0,0,1.0,4,0,benign,0,0.0006645682733505964,0,0.4698122441768646
153,0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,0,benign,0,0.40932953357696533,0,0.01311489287763834
154,0.001,4000.0,4,3,1,0,1,0.0,0,1,1,0.75,3,0,1,0,0,0,0,1.0,4,0,benign,0,0.12885278463363647,0,0.4342568516731262
155,0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,2,0,benign,0,0.5844235420227051,0,0.7988989949226379
