row_id,fold,true_label,technique,pred_xgb,pred_cnn,proba_xgb,proba_cnn,disagreement_direction,llm_verdict,llm_pred,llm_confidence,llm_agrees_with,parse_status,rationale_steps,key_features
7962,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
8370,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
8712,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9039,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9078,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9264,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9268,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9279,4,0,benign,0,1,0.4846739470958709,0.9770896434783936,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9722,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
9801,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10019,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10093,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10245,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10615,4,0,benign,0,1,0.3904956877231598,0.9587669372558594,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10876,4,1,T1078_Valid_Accounts,0,1,0.619727611541748,0.986267864704132,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10963,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
10978,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11312,1,0,benign,0,1,0.4249598085880279,0.9085112810134888,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11440,1,0,benign,0,1,0.3924641609191894,0.915513277053833,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11581,3,1,T1166_Seuid_and_Setgid,0,1,0.6966186761856079,0.0612905733287334,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11857,3,1,T1078_Valid_Accounts,0,1,0.5284601449966431,0.091437429189682,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11959,2,1,T1107_File_Deletion,0,1,0.5462489128112793,0.9846251606941224,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12322,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12540,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12992,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
13125,4,1,T1078_Valid_Accounts,0,1,0.4296572804450989,0.9104541540145874,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
13338,3,1,T1166_Seuid_and_Setgid,0,1,0.3500065505504608,0.7028713226318359,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14096,1,0,benign,0,1,0.5386667847633362,0.818101167678833,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14188,4,1,T1087_Account_Discovery,0,1,0.5437732934951782,0.98623925447464,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14221,1,0,benign,0,1,0.6632530093193054,0.8372606039047241,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14414,4,0,benign,0,1,0.3148179352283478,0.931283175945282,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14576,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14590,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14628,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14697,1,0,benign,0,1,0.5386667847633362,0.818101167678833,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14966,4,0,benign,0,1,0.619727611541748,0.986267864704132,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15293,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.9937872290611268,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15368,4,0,benign,0,1,0.4229932725429535,0.935460925102234,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15831,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16131,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16223,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16498,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16615,4,0,benign,0,1,0.4229932725429535,0.935460925102234,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16889,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18013,4,0,benign,0,1,0.619727611541748,0.986267864704132,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18448,2,1,T1078_Valid_Accounts,0,1,0.5467879176139832,0.952945590019226,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20333,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20775,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.9937872290611268,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20927,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21135,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21362,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21364,4,0,benign,0,1,0.3759605586528778,0.9937872290611268,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21728,4,1,T1078_Valid_Accounts,0,1,0.4048436880111694,0.9995926022529602,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21952,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22020,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22522,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22657,4,1,T1166_Seuid_and_Setgid,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22852,4,0,benign,0,1,0.619727611541748,0.986267864704132,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23054,4,0,benign,0,1,0.3148179352283478,0.931283175945282,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23595,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23932,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24370,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24541,4,0,benign,0,1,0.619727611541748,0.986267864704132,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24571,4,0,benign,0,1,0.5712800621986389,0.9971414804458618,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24707,4,1,T1166_Seuid_and_Setgid,0,1,0.3148179352283478,0.931283175945282,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24766,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24797,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25017,4,1,T1078_Valid_Accounts,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25033,2,1,T1078_Valid_Accounts,0,1,0.6782558560371399,0.9502018094062804,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25091,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25170,0,1,T1078_Valid_Accounts,0,1,0.6441932320594788,0.9531583786010742,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25273,4,1,T1166_Seuid_and_Setgid,0,1,0.3148179352283478,0.931283175945282,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25547,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25672,4,0,benign,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25916,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25953,4,0,benign,0,1,0.3189283609390259,0.6186637878417969,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26168,2,1,T1078_Valid_Accounts,0,1,0.4462772905826568,0.9658890962600708,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26286,4,1,T1166_Seuid_and_Setgid,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26356,4,0,benign,0,1,0.4229932725429535,0.935460925102234,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26540,4,1,T1078_Valid_Accounts,0,1,0.3923510313034057,0.5136749148368835,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26617,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26628,4,0,benign,0,1,0.3779190480709076,0.9314401745796204,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26724,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26871,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27124,4,0,benign,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27764,4,0,benign,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28192,4,1,T1078_Valid_Accounts,0,1,0.5500925183296204,0.9971399903297424,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28465,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28529,4,1,T1107_File_Deletion,0,1,0.4189004600048065,0.5213888883590698,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28634,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28642,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29280,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29461,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29511,4,0,benign,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29638,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
30135,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
30328,4,0,benign,0,1,0.3779190480709076,0.9314401745796204,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
30538,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31376,1,0,benign,0,1,0.5386667847633362,0.818101167678833,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31387,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31585,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31644,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31671,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31707,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31806,4,0,benign,0,1,0.3148179352283478,0.931283175945282,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31855,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32253,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32770,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32954,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
33743,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
33847,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34059,3,1,T1166_Seuid_and_Setgid,0,1,0.6852090358734131,0.1115639507770538,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34396,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34436,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34655,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34922,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35061,4,1,T1166_Seuid_and_Setgid,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35161,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35184,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35270,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35585,4,0,benign,0,1,0.5712800621986389,0.9971414804458618,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35823,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35916,4,0,benign,0,1,0.6861697435379028,0.9917739629745485,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36478,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36631,4,0,benign,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36667,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36726,4,1,T1078_Valid_Accounts,0,1,0.6861697435379028,0.9917739629745485,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37030,0,1,T1078_Valid_Accounts,0,1,0.4079813063144684,0.9999648332595824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37053,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37688,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37865,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37943,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38097,4,0,benign,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38133,4,1,T1166_Seuid_and_Setgid,0,1,0.4229932725429535,0.935460925102234,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38137,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38654,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38670,4,0,benign,0,1,0.5500925183296204,0.9971399903297424,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38862,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38890,4,0,benign,0,1,0.5263786315917969,0.9971332550048828,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39471,1,0,benign,0,1,0.6513984799385071,0.8387765884399414,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39528,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39581,3,1,T1166_Seuid_and_Setgid,0,1,0.6825464963912964,0.0545427724719047,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39852,4,0,benign,0,1,0.5263786315917969,0.9971330761909484,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39918,4,0,benign,0,1,0.5359592437744141,0.9331676363945008,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39936,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
40132,1,0,benign,0,1,0.3509077131748199,0.7877650260925293,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
40462,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41006,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41033,1,0,benign,0,1,0.3492304682731628,0.805160403251648,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41119,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42265,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42393,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42579,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42661,4,0,benign,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42682,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42740,4,0,benign,0,1,0.3759605586528778,0.9937872290611268,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42776,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
43189,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
43292,4,0,benign,0,1,0.3694918155670166,0.935751497745514,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
43620,4,0,benign,0,1,0.5974626541137695,0.924648940563202,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
43715,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
43955,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44069,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44251,4,0,benign,0,1,0.3779190480709076,0.9314401745796204,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44333,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44349,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44549,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44623,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44656,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
44729,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
45030,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
45162,4,0,benign,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46001,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46106,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46392,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46430,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.9366453289985656,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46520,4,0,benign,0,1,0.3779190480709076,0.9314401745796204,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46777,0,1,T1078_Valid_Accounts,0,1,0.6441932320594788,0.9531583786010742,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
46933,4,0,benign,0,1,0.4229932725429535,0.935460925102234,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
47702,4,0,benign,0,1,0.3245709240436554,0.9986371397972108,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
47897,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
48261,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
48783,4,0,benign,0,1,0.5382307767868042,0.9971309900283812,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
48800,4,0,benign,0,1,0.3448094725608825,0.9314173460006714,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
