row_id,fold,true_label,technique,pred_xgb,pred_cnn,proba_xgb,proba_cnn,disagreement_direction,llm_verdict,llm_pred,llm_confidence,llm_agrees_with,parse_status,rationale_steps,key_features
11231,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11272,4,1,T1078_Valid_Accounts,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11440,1,0,benign,0,1,0.3924641609191894,0.9991907477378844,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
11857,3,1,T1078_Valid_Accounts,0,1,0.5284601449966431,0.9943759441375732,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12034,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12131,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12322,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12540,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
12992,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
13125,4,1,T1078_Valid_Accounts,0,1,0.4296572804450989,0.7534853219985962,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
13479,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14096,1,0,benign,0,1,0.5386667847633362,0.7313112616539001,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14188,4,1,T1087_Account_Discovery,0,1,0.5437732934951782,0.8226175308227539,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14221,1,0,benign,0,1,0.6632530093193054,0.7162593007087708,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14414,4,0,benign,0,1,0.3148179352283478,0.4777534306049347,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14576,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14590,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
14630,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15062,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15293,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.8127544522285461,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15359,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15443,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15619,4,0,benign,0,1,0.58388751745224,0.603759229183197,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
15831,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16079,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16131,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16223,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16498,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16582,4,1,T1078_Valid_Accounts,0,1,0.612684965133667,0.5496934056282043,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
16743,4,0,benign,0,1,0.6861697435379028,0.8552505970001221,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
17190,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
17278,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18060,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18072,4,0,benign,0,1,0.4733957052230835,0.4975657761096954,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18082,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18161,1,0,benign,0,1,0.4333839416503906,0.7127957344055176,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
18448,2,1,T1078_Valid_Accounts,0,1,0.5467879176139832,0.9906113743782043,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
19060,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
19199,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
19452,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
19860,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20333,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20476,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20538,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20775,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.8127544522285461,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
20927,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21135,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21349,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21362,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21364,4,0,benign,0,1,0.3759605586528778,0.8127544522285461,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21489,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
21952,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22135,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22215,4,1,T1078_Valid_Accounts,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22262,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
22657,4,1,T1166_Seuid_and_Setgid,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23054,4,0,benign,0,1,0.3148179352283478,0.4777534306049347,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23260,1,0,benign,0,1,0.6132968664169312,0.680499255657196,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
23595,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24012,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24054,4,1,T1078_Valid_Accounts,0,1,0.4733957052230835,0.4975657761096954,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24571,4,0,benign,0,1,0.5712800621986389,0.7294037342071533,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24707,4,1,T1166_Seuid_and_Setgid,0,1,0.3148179352283478,0.4777534306049347,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24766,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24768,1,0,benign,0,1,0.6620909571647644,0.8471251130104065,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24871,1,0,benign,0,1,0.6132968664169312,0.680499255657196,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
24951,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25017,4,1,T1078_Valid_Accounts,0,1,0.5974626541137695,0.6233622431755066,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25281,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25400,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25547,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25549,2,1,T1166_Seuid_and_Setgid,0,1,0.5357772707939148,0.991322696208954,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25672,4,0,benign,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25887,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25916,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
25953,4,0,benign,0,1,0.3189283609390259,0.6253593564033508,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26066,4,1,T1078_Valid_Accounts,0,1,0.612684965133667,0.5496934056282043,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26168,2,1,T1078_Valid_Accounts,0,1,0.4462772905826568,0.9930924773216248,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26279,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26286,4,1,T1166_Seuid_and_Setgid,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26356,4,0,benign,0,1,0.4229932725429535,0.4792296588420868,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26540,4,1,T1078_Valid_Accounts,0,1,0.3923510313034057,0.6169238686561584,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26617,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26628,4,0,benign,0,1,0.3779190480709076,0.4778027236461639,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
26871,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27124,4,0,benign,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27470,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27695,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
27764,4,0,benign,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28465,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28510,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28529,4,1,T1107_File_Deletion,0,1,0.4189004600048065,0.6149065494537354,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28642,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28679,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
28818,4,0,benign,0,1,0.58388751745224,0.603759229183197,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29280,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29461,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29511,4,0,benign,0,1,0.5974626541137695,0.6233622431755066,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29593,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29638,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29718,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
29898,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
30328,4,0,benign,0,1,0.3779190480709076,0.4778027236461639,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31016,4,0,benign,0,1,0.3779190480709076,0.4778027236461639,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31076,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31085,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31376,1,0,benign,0,1,0.5386667847633362,0.7313112616539001,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31387,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31585,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31644,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31671,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31805,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31806,4,0,benign,0,1,0.3148179352283478,0.4777534306049347,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
31855,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32253,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32528,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
32770,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
33089,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
33885,1,0,benign,0,1,0.4221029877662658,0.7528901696205139,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
33998,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34293,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34436,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34489,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
34655,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35051,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35061,4,1,T1166_Seuid_and_Setgid,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35161,4,1,T1166_Seuid_and_Setgid,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35184,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35270,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35326,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35536,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
35808,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36478,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36667,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
36756,4,1,T1166_Seuid_and_Setgid,0,1,0.6859476566314697,0.5913828015327454,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37450,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37865,4,0,benign,0,1,0.3245709240436554,0.7823609709739685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
37943,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38617,4,1,T1166_Seuid_and_Setgid,0,1,0.3694918155670166,0.4792379140853882,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38862,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
38890,4,0,benign,0,1,0.5263786315917969,0.7289910912513733,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39081,4,1,T1078_Valid_Accounts,0,1,0.3923510313034057,0.6169238686561584,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39250,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39392,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39471,1,0,benign,0,1,0.6513984799385071,0.7294049859046936,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39528,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
39852,4,0,benign,0,1,0.5263786315917969,0.7289800047874451,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
40132,1,0,benign,0,1,0.3509077131748199,0.759806752204895,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
40580,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41117,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41119,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41832,4,0,benign,0,1,0.4626511931419372,0.4764010310173034,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
41876,4,0,benign,0,1,0.3448094725608825,0.4777955412864685,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42393,4,0,benign,0,1,0.3457255363464355,0.4792556464672088,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42579,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42740,4,0,benign,0,1,0.3759605586528778,0.8127544522285461,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
42776,4,0,benign,0,1,0.5382307767868042,0.7288758158683777,xgb_benign_cnn_malicious,,-1,,,call_error,[],[]
