row_id,fold,true_label,technique,pred_xgb,pred_cnn,proba_xgb,proba_cnn,disagreement_direction,llm_verdict,llm_pred,llm_confidence,llm_agrees_with,parse_status,rationale_steps,key_features,raw
3028,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
3184,4,1,T1078_Valid_Accounts,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
3358,4,0,benign,0,1,0.6893975138664246,0.967121422290802,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
4164,1,0,benign,0,1,0.4333839416503906,0.9628597497940063,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
4570,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5324,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5351,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5441,1,0,benign,0,1,0.3570463955402374,0.996929943561554,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5458,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5506,1,0,benign,0,1,0.3570463955402374,0.996929943561554,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5642,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5679,3,0,benign,0,1,0.6607770323753357,0.9449419975280762,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
5831,1,0,benign,0,1,0.3491014540195465,0.9969297051429749,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
6278,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
6362,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
7300,4,0,benign,0,1,0.5500925183296204,0.9784390926361084,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
7425,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
7740,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
8712,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
8818,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
8835,1,0,benign,0,1,0.5205070972442627,0.9883015155792236,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9039,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9051,1,0,benign,0,1,0.6505191326141357,0.9879350066184998,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],"RuntimeError(""Engine core initialization failed. See root cause above. Failed core proc(s): {'EngineCore': 1}"")"
9078,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9264,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9268,4,0,benign,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9279,4,0,benign,0,1,0.4846739470958709,0.9371216297149658,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9801,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
9825,1,0,benign,0,1,0.5864039063453674,0.9987131357192992,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10093,4,0,benign,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10100,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10310,1,0,benign,0,1,0.5864039063453674,0.9987131357192992,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10615,4,0,benign,0,1,0.3904956877231598,0.9895955324172974,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10771,3,0,benign,0,1,0.6991081237792969,0.9781075119972228,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10865,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10876,4,1,T1078_Valid_Accounts,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10963,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
10978,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
11050,3,1,T1078_Valid_Accounts,0,1,0.6828815937042236,0.9845158457756042,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
11312,1,0,benign,0,1,0.4249598085880279,0.9503516554832458,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
11440,1,0,benign,0,1,0.3924641609191894,0.9985420107841492,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
11816,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
11857,3,1,T1078_Valid_Accounts,0,1,0.5284601449966431,0.9728304147720336,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
12322,4,0,benign,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
12540,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
12613,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
12943,3,0,benign,0,1,0.5248250365257263,0.9992611408233644,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
13125,4,1,T1078_Valid_Accounts,0,1,0.4296572804450989,0.9260380864143372,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
13763,4,0,benign,0,1,0.4048436880111694,0.9984894394874572,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
13793,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
13883,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14096,1,0,benign,0,1,0.5386667847633362,0.904238224029541,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14188,4,1,T1087_Account_Discovery,0,1,0.5437732934951782,0.9999456405639648,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14245,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14486,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14705,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
14966,4,0,benign,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
15293,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.9789960980415344,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
15484,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],"RuntimeError(""Engine core initialization failed. See root cause above. Failed core proc(s): {'EngineCore': 1}"")"
15545,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
16131,4,0,benign,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
16250,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
16743,4,0,benign,0,1,0.6861697435379028,0.9936937689781188,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
16794,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
17241,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
17375,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
17525,1,0,benign,0,1,0.6150367259979248,0.9694830775260924,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
17708,1,0,benign,0,1,0.4763945043087005,0.992125689983368,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
18013,4,0,benign,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
18050,1,0,benign,0,1,0.3570463955402374,0.996929943561554,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
18082,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
18161,1,0,benign,0,1,0.4333839416503906,0.9628597497940063,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
18904,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
19012,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
19168,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
19452,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
19672,1,0,benign,0,1,0.5205070972442627,0.9883015155792236,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
20138,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
20333,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
20538,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
20775,4,1,T1078_Valid_Accounts,0,1,0.3759605586528778,0.9789960980415344,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
20941,3,1,T1078_Valid_Accounts,0,1,0.5248250365257263,0.9992611408233644,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21135,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21362,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21364,4,0,benign,0,1,0.3759605586528778,0.9789960980415344,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21454,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21489,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21506,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21707,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21728,4,1,T1078_Valid_Accounts,0,1,0.4048436880111694,0.9984894394874572,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
21820,1,0,benign,0,1,0.5864039063453674,0.9987131357192992,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
22020,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
22441,1,0,benign,0,1,0.6700179576873779,0.9746873378753662,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
22522,4,1,T1078_Valid_Accounts,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
22775,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
22852,4,0,benign,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
23237,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
23260,1,0,benign,0,1,0.6132968664169312,0.9149898886680604,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
23932,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
23992,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
24541,4,0,benign,0,1,0.619727611541748,0.9875256419181824,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
24797,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
24871,1,0,benign,0,1,0.6132968664169312,0.9149898886680604,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25017,4,1,T1078_Valid_Accounts,0,1,0.5974626541137695,0.984156370162964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25465,1,0,benign,0,1,0.5584598183631897,0.9924171566963196,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25547,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25700,1,0,benign,0,1,0.6150367259979248,0.9694830775260924,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25894,4,0,benign,0,1,0.5974626541137695,0.984156370162964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
25916,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
26258,3,0,benign,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
26617,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
26642,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
26724,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
26871,4,1,T1078_Valid_Accounts,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
27007,3,1,T1078_Valid_Accounts,0,1,0.6923177242279053,0.9844757318496704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
28242,1,0,benign,0,1,0.4333839416503906,0.9628597497940063,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
28465,4,0,benign,0,1,0.3245709240436554,0.9873520731925964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
28634,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
28642,4,0,benign,0,1,0.5382307767868042,0.9783802032470704,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
29511,4,0,benign,0,1,0.5974626541137695,0.984156370162964,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
29575,1,0,benign,0,1,0.5864039063453674,0.9987131357192992,xgb_benign_cnn_malicious,,-1,,,call_error,[],[],RuntimeError('Engine core initialization failed. See root cause above. Failed core proc(s): {}')
