host,pid,ppid,proc_name,seq_length,unique_syscalls,uid_is_root,euid_root,uid_changed,max_uid_euid_delta,auid_euid_mismatch,failed_call_count,priv_op_count,exec_count,network_count,file_access_count,shell_from_service,sensitive_path_access,is_privesc,lifetime_seconds,events_per_second,failed_call_rate,technique,true_label,pred_rf,proba_rf,correct_rf,errtype_rf,pred_xgb,proba_xgb,correct_xgb,errtype_xgb,pred_cnn,proba_cnn,correct_cnn,errtype_cnn,pred_iforest,proba_iforest,correct_iforest,errtype_iforest
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,180.02900004386902,0.0111093212733095,0.0,benign,0,0,0.002098465239783484,1,TN,0,0.0008781118085607886,1,TN,0,0.6905872225761414,1,TN,0,0.5170976531556117,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,10715,10695,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,13506,13490,dpkg,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1.0,1.0,0.0,T1222,1,1,0.9572788932070201,1,TP,1,0.9784180521965027,1,TP,1,0.9873404502868652,1,TP,1,0.48071645588688505,1,TP
aeriella,13523,13506,bash,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1.0,1.0,0.0,T1059,1,1,0.9976440522122196,1,TP,1,0.9993671774864197,1,TP,1,0.999765157699585,1,TP,1,0.6411859667353402,1,TP
aeriella,13546,13277,sh,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,1.0,0.0,T1059,1,1,0.996250736007273,1,TP,1,0.9971170425415039,1,TP,1,0.994871973991394,1,TP,1,0.7402811563223674,1,TP
aeriella,13564,13563,chmod,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,T1222,1,1,0.9533314640409454,1,TP,1,0.9927567839622498,1,TP,0,0.9575039744377136,0,FN,1,0.48183119863843954,1,TP
aeriella,13574,13277,bash,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,1.0,0.0,T1059,1,1,0.996250736007273,1,TP,1,0.9971170425415039,1,TP,1,0.994871973991394,1,TP,1,0.7402811563223674,1,TP
aeriella,13607,13606,sudo,1,1,0,1,0,1000,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,T1548,1,1,0.99962491368221,1,TP,1,0.9980929493904114,1,TP,1,0.7892406582832336,1,TP,0,0.2679412777849586,0,FN
aeriella,13633,13277,sh,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,1.0,0.0,T1059,1,1,0.996250736007273,1,TP,1,0.9971170425415039,1,TP,1,0.994871973991394,1,TP,1,0.7402811563223674,1,TP
aeriella,13802,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,13956,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14269,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14397,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14413,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14500,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14634,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14951,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,14954,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,15004,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,15102,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,15483,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,15835,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,15926,15924,base64,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,T1059,1,1,0.9344960303797312,1,TP,1,0.9936459064483643,1,TP,0,0.9814419746398926,0,FN,1,0.39520600396292027,1,TP
aeriella,16002,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,16013,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,16163,16161,base64,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,T1059,1,1,0.9344960303797312,1,TP,1,0.9936459064483643,1,TP,0,0.9814419746398926,0,FN,1,0.39520600396292027,1,TP
aeriella,16214,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,16600,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,16745,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,17357,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,17412,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,17573,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,17940,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18170,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18177,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18264,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18331,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18416,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
aeriella,18482,10715,postgres,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,benign,0,0,0.2166819564997268,1,TN,0,0.024650000035762787,1,TN,1,0.8060829043388367,0,FP,0,0.21604526658361217,1,TN
