row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,is_suid_exec,auid_euid_mismatch,ephemeral_privileged,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,parent_child_rarity,fold,true_label,pred_xgb,proba_xgb,pred_cnn,proba_cnn,disagreement_direction
11816,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
12943,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.75,6,0,2,0,0,0,0,1.0,3,0,0,0.5248250365257263,1,0.9974316954612732,xgb_benign_cnn_malicious
13125,0.004,3749.825,15,3,1,0,1,0.0,0,0,1,0.8667,13,0,5,0,0,0,0,1.0,4,1,0,0.4296572804450989,1,0.8444210290908813,xgb_benign_cnn_malicious
13763,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.75,6,0,2,0,0,0,0,0.921176,4,0,0,0.4048436880111694,1,0.974132776260376,xgb_benign_cnn_malicious
13883,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
14188,601166.996,0.0,38,11,1,0,1,0.0,0,0,0,0.6316,24,0,7,1,0,0,0,1.0,4,1,0,0.5437732934951782,1,0.9991608262062072,xgb_benign_cnn_malicious
16131,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,0,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
16250,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19012,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19168,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
19185,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
20138,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
20538,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
21349,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
21489,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
22033,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
22852,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,0,0,0.619727611541748,1,0.9672528505325316,xgb_benign_cnn_malicious
23595,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
23992,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
24541,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,0,0,0.619727611541748,1,0.9672528505325316,xgb_benign_cnn_malicious
24766,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
25887,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
26724,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
27470,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
27695,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
31585,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
31644,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
32212,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
33998,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
34144,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
35192,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
35270,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,4,0,0,0.3245709240436554,1,0.9654507040977478,xgb_benign_cnn_malicious
35585,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.999858,4,0,0,0.5712800621986389,1,0.9490267634391784,xgb_benign_cnn_malicious
35808,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
37030,0.001,2000.0,2,2,1,1,1,13.0,1,0,1,1.0,2,0,1,0,0,0,0,0.996466,0,1,0,0.4079813063144684,1,0.9999998211860656,xgb_benign_cnn_malicious
38899,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
39581,0.004,3750.048,15,3,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,0,0,0,1.0,3,1,0,0.6825464963912964,1,0.9894636869430542,xgb_benign_cnn_malicious
40580,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
40737,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
43620,0.001,15000.0,15,3,1,0,1,0.0,0,0,1,0.8667,13,0,5,0,0,0,0,1.0,4,0,0,0.5974626541137695,1,0.8567609786987305,xgb_benign_cnn_malicious
43715,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
44656,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
45753,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
46106,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
46440,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
47897,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
49239,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
50145,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
51225,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
53538,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
54437,0.004,2750.035,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,1,0,0.4733957052230835,1,0.7533184885978699,xgb_benign_cnn_malicious
55022,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
55403,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
56589,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
56670,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.999878,4,0,0,0.5500925183296204,1,0.9490213990211488,xgb_benign_cnn_malicious
57470,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
57629,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
58718,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
60020,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
60429,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
62731,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
62945,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
65351,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
65567,0.004,1999.907,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,0.973325,3,0,0,0.6607770323753357,1,0.9975231885910034,xgb_benign_cnn_malicious
65944,0.001,14000.0,14,3,1,0,1,0.0,0,1,1,0.8571,12,0,5,0,0,0,0,1.0,4,1,0,0.612684965133667,1,0.7579640746116638,xgb_benign_cnn_malicious
67911,0.001,9000.0,9,3,1,0,1,0.0,0,0,1,0.8889,8,0,3,0,0,0,0,0.973325,4,1,0,0.619727611541748,1,0.9672528505325316,xgb_benign_cnn_malicious
69529,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
70111,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
72342,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
72715,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
73425,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
75296,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
76261,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
77270,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
78207,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.75,6,0,2,0,0,0,0,1.0,3,0,0,0.5248250365257263,1,0.9974316954612732,xgb_benign_cnn_malicious
78521,0.004,2000.026,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,0,0,0.3759605586528778,1,0.8749561309814453,xgb_benign_cnn_malicious
79352,0.001,8000.0,8,3,1,0,1,0.0,0,0,1,0.875,7,0,3,0,0,0,0,1.0,4,1,0,0.5382307767868042,1,0.9489884972572328,xgb_benign_cnn_malicious
79482,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
82062,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
82235,0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,4,0,0,0.4626511931419372,1,0.7419862747192383,xgb_benign_cnn_malicious
82562,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,1,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
83183,0.001,5000.0,5,4,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,3,0,0,0.6923177242279053,1,0.9917534589767456,xgb_benign_cnn_malicious
