row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,auid_euid_mismatch,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn
18,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
19,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
20,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
21,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
22,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
23,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
24,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
25,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
26,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
27,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
28,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
29,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
30,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
31,180.02900004386902,0.0111093212733095,2,1,0,0,0,0,1,0.0,0,0,0,2,0,0,0,1,0,benign,0,4.344368426245637e-05,0,0.7065203189849854
32,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
33,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
34,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
35,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
36,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
37,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
38,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
39,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
40,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
41,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
42,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
43,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
44,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
45,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
46,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
47,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
48,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
49,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
50,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
51,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
52,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
53,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
54,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
55,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
56,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
57,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
58,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
59,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
60,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
61,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
62,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
63,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
64,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
65,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
66,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
67,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
68,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
69,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898987,0,0.9652768969535828
70,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.8762608170509338
71,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
72,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,T1222,1,0.9918068647384644,0,0.9076325297355652
73,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
74,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.9999188184738159,0,0.9710416197776794
75,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
76,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
77,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
78,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
79,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
80,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
81,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
82,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
83,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
84,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
85,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
86,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
87,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
88,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
89,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
90,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
91,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
92,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
93,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
94,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
95,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
96,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
97,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
98,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
99,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
100,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
101,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
102,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
103,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
104,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
105,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
106,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
107,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
108,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
109,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
110,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
111,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
112,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
113,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
114,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
115,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
116,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
117,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
118,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
119,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
120,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
121,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
122,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
123,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
124,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
125,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
126,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.8762608170509338
127,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
128,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
129,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
130,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,1,0,0,0,0,0,4,1,T1222,1,0.9924390316009521,0,0.821021318435669
131,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
132,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
133,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
134,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
135,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
136,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
137,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
138,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
139,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
140,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
141,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
142,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
143,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
144,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
145,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
146,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
147,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,1,0,0,0,0,4,1,T1059,1,0.8875254988670349,0,0.856730580329895
148,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
149,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
150,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
151,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
152,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
153,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
154,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
155,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
156,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
157,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
158,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
159,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
160,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.8762608170509338
161,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
162,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
163,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
164,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
165,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
166,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
167,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
168,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
169,1.0,2.0,2,1,0,0,0,0,1,0.0,0,0,0,2,0,0,0,3,0,benign,0,2.9089431336615235e-05,0,0.9734638929367065
170,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
171,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
172,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
173,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
174,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,T1222,1,0.9918068647384644,0,0.9076325297355652
175,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,1,0,0,1,0,3,1,T1059,1,0.9987301230430603,0,0.9648968577384949
176,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,1,0,0,1,0,4,1,T1059,1,0.9753683805465698,1,0.8762608170509338
177,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
178,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
179,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
180,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
181,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
182,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
183,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
184,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
185,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
186,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
187,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
188,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
189,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
190,1.0,1.0,1,1,0,0,0,0,1,0.0,0,0,0,1,0,0,0,4,0,benign,0,0.0391659177839756,0,0.7629964351654053
